repeat_index,dataset_rows,workers,queue_size,workload,total_requests,success_requests,rejected_requests,error_requests,total_ms,avg_ms,p95_ms,max_ms
2,1000000,16,32,mixed,1024,958,3,63,182.385,3.683,16.325,21.235
3,1000000,16,32,mixed,1024,1024,0,0,182.412,1.981,3.320,5.549
4,1000000,16,32,mixed,1024,1024,0,0,188.082,2.112,3.394,5.203
5,1000000,16,32,mixed,1024,1024,0,0,186.753,2.117,3.587,7.660
6,1000000,16,32,mixed,1024,1024,0,0,184.935,2.036,3.349,5.566
7,1000000,16,32,mixed,1024,1024,0,0,197.888,2.408,5.578,9.450
8,1000000,16,32,mixed,1024,1024,0,0,186.651,2.116,3.474,6.853
9,1000000,16,32,mixed,1024,1024,0,0,188.206,2.081,3.295,4.673
10,1000000,16,32,mixed,1024,981,2,41,198.052,4.801,21.764,35.394
1,1000000,16,64,mixed,1024,1024,0,0,191.773,2.011,3.341,7.445
2,1000000,16,64,mixed,1024,1024,0,0,185.098,2.054,3.482,5.737
3,1000000,16,64,mixed,1024,1024,0,0,194.431,2.091,3.266,4.744
4,1000000,16,64,mixed,1024,1024,0,0,190.618,2.075,3.970,7.574
5,1000000,16,64,mixed,1024,1024,0,0,177.283,1.949,3.126,9.317
6,1000000,16,64,mixed,1024,1024,0,0,181.528,1.929,3.114,4.875
7,1000000,16,64,mixed,1024,1024,0,0,179.564,2.001,3.186,4.711
8,1000000,16,64,mixed,1024,1024,0,0,196.955,2.614,8.842,13.703
9,1000000,16,64,mixed,1024,1024,0,0,181.686,2.037,3.673,6.495
10,1000000,16,64,mixed,1024,990,1,33,197.064,4.030,16.671,25.659
1,1000000,16,128,mixed,1024,1024,0,0,172.169,1.841,2.863,4.103
2,1000000,16,128,mixed,1024,1024,0,0,175.675,2.949,9.994,22.852
3,1000000,16,128,mixed,1024,1024,0,0,185.015,2.017,3.408,5.794
4,1000000,16,128,mixed,1024,1024,0,0,184.515,1.966,3.354,7.830
5,1000000,16,128,mixed,1024,1024,0,0,185.894,1.931,3.144,5.389
6,1000000,16,128,mixed,1024,1024,0,0,190.378,2.319,4.237,7.497
7,1000000,16,128,mixed,1024,1024,0,0,189.206,2.024,3.221,8.088
8,1000000,16,128,mixed,1024,1024,0,0,203.423,2.673,5.752,16.559
9,1000000,16,128,mixed,1024,1024,0,0,180.950,5.616,25.530,34.412
10,1000000,16,128,mixed,1024,1024,0,0,190.225,2.056,3.344,5.476
1,1000000,16,256,mixed,1024,1024,0,0,205.979,3.796,15.209,25.029
2,1000000,16,256,mixed,1024,1024,0,0,179.145,1.858,2.953,4.066
3,1000000,16,256,mixed,1024,1024,0,0,204.602,3.447,15.466,25.819
4,1000000,16,256,mixed,1024,1024,0,0,188.069,2.064,3.261,7.394
5,1000000,16,256,mixed,1024,1024,0,0,196.911,2.177,3.438,5.630
6,1000000,16,256,mixed,1024,1024,0,0,174.841,4.108,18.395,26.325
7,1000000,16,256,mixed,1024,1024,0,0,172.849,1.840,2.959,4.458
8,1000000,16,256,mixed,1024,1024,0,0,182.790,1.926,3.026,5.643
9,1000000,16,256,mixed,1024,1024,0,0,179.321,3.344,14.382,21.434
10,1000000,16,256,mixed,1024,1024,0,0,175.597,1.949,3.175,5.343
1,1000000,16,512,mixed,1024,1024,0,0,187.850,2.108,3.311,5.622
2,1000000,16,512,mixed,1024,1024,0,0,176.692,2.021,3.161,5.470
3,1000000,16,512,mixed,1024,1024,0,0,174.006,2.002,3.423,5.381
4,1000000,16,512,mixed,1024,1024,0,0,171.108,1.898,2.992,5.322
5,1000000,16,512,mixed,1024,1024,0,0,170.445,1.852,2.874,4.482
6,1000000,16,512,mixed,1024,1024,0,0,198.342,2.140,3.377,7.965
7,1000000,16,512,mixed,1024,1024,0,0,185.984,2.002,3.226,4.708
8,1000000,16,512,mixed,1024,1024,0,0,222.191,5.192,19.550,29.846
9,1000000,16,512,mixed,1024,1024,0,0,171.387,1.857,2.955,5.727
10,1000000,16,512,mixed,1024,1024,0,0,194.637,2.035,3.618,9.069
