repeat_index,model,scenario_id,phase,description,dataset_rows,workload,concurrency,total_requests,workers,queue_size,driver,success_requests,rejected_requests,error_requests,throughput_rps,avg_ms,p95_ms,p99_ms,max_ms,real_seconds,user_seconds,sys_seconds,cpu_util_percent,max_rss_kb,voluntary_ctx,involuntary_ctx
4,thread_per_request,quick_100k_select-only_c512,quick,"100k rows, select-only, burst concurrency 512",100000,select-only,512,512,8,512,thread,512,0,0,3896.021,2.781,5.207,6.506,7.424,0.340,0.110,0.040,44.118,6422528.0,1336.0,1163.0
5,thread_per_request,quick_100k_select-only_c512,quick,"100k rows, select-only, burst concurrency 512",100000,select-only,512,512,8,512,thread,512,0,0,4367.799,2.941,5.012,5.855,8.312,0.330,0.110,0.040,45.455,6471680.0,1383.0,1080.0
6,thread_per_request,quick_100k_select-only_c512,quick,"100k rows, select-only, burst concurrency 512",100000,select-only,512,512,8,512,thread,512,0,0,3803.687,3.010,6.143,8.336,10.004,0.340,0.110,0.040,44.118,6422528.0,1329.0,1099.0
7,thread_per_request,quick_100k_select-only_c512,quick,"100k rows, select-only, burst concurrency 512",100000,select-only,512,512,8,512,thread,512,0,0,4533.933,2.751,5.073,6.827,7.213,0.320,0.110,0.040,46.875,6406144.0,1376.0,1043.0
8,thread_per_request,quick_100k_select-only_c512,quick,"100k rows, select-only, burst concurrency 512",100000,select-only,512,512,8,512,thread,512,0,0,4080.402,2.671,4.957,7.119,9.159,0.330,0.110,0.040,45.455,6438912.0,1348.0,1044.0
9,thread_per_request,quick_100k_select-only_c512,quick,"100k rows, select-only, burst concurrency 512",100000,select-only,512,512,8,512,thread,512,0,0,3990.612,2.785,4.898,6.429,10.798,0.330,0.110,0.040,45.455,6422528.0,1329.0,1036.0
10,thread_per_request,quick_100k_select-only_c512,quick,"100k rows, select-only, burst concurrency 512",100000,select-only,512,512,8,512,thread,512,0,0,4318.520,2.780,4.682,6.175,8.707,0.340,0.120,0.040,47.059,6389760.0,1354.0,999.0
1,serial,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4623.512,0.211,0.372,0.509,5.359,0.310,0.100,0.030,41.935,6094848.0,1016.0,140.0
2,serial,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,5264.328,0.185,0.286,0.394,2.379,0.300,0.100,0.030,43.333,6094848.0,1040.0,114.0
3,serial,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,5076.434,0.192,0.291,0.367,2.215,0.310,0.100,0.030,41.935,6094848.0,1013.0,168.0
4,serial,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4550.712,0.214,0.349,0.438,2.167,0.310,0.100,0.030,41.935,6094848.0,996.0,217.0
5,serial,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4449.408,0.219,0.325,0.373,2.452,0.320,0.100,0.040,43.750,6127616.0,960.0,215.0
6,serial,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,2461.556,0.396,0.682,2.052,23.996,0.460,0.110,0.050,34.783,6127616.0,927.0,806.0
7,serial,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,2540.475,0.385,0.744,1.274,12.123,0.470,0.120,0.060,38.298,6111232.0,902.0,1233.0
8,serial,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,1522.469,0.647,1.371,9.218,20.411,0.590,0.120,0.060,30.508,6111232.0,900.0,1201.0
9,serial,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,3278.908,0.298,0.627,1.076,2.591,0.360,0.100,0.040,38.889,6160384.0,984.0,213.0
10,serial,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,3546.029,0.276,0.517,1.293,12.504,0.350,0.100,0.040,40.000,6111232.0,959.0,389.0
1,thread_pool,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4020.917,0.239,0.381,0.773,2.554,0.340,0.110,0.040,44.118,6209536.0,872.0,930.0
2,thread_pool,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4318.806,0.226,0.364,0.465,2.339,0.340,0.110,0.040,44.118,6225920.0,906.0,856.0
3,thread_pool,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4469.045,0.218,0.336,0.423,2.799,0.330,0.110,0.040,45.455,6225920.0,873.0,755.0
4,thread_pool,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4052.177,0.241,0.467,0.797,2.294,0.330,0.110,0.040,45.455,6242304.0,876.0,851.0
5,thread_pool,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,3876.738,0.250,0.425,0.737,3.068,0.330,0.100,0.040,42.424,6209536.0,915.0,816.0
6,thread_pool,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4005.906,0.243,0.435,0.680,5.112,0.340,0.110,0.040,44.118,6242304.0,899.0,820.0
7,thread_pool,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4014.862,0.243,0.391,0.982,3.551,0.340,0.110,0.040,44.118,6209536.0,879.0,909.0
8,thread_pool,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4462.491,0.218,0.328,0.411,2.614,0.330,0.110,0.040,45.455,6242304.0,865.0,781.0
9,thread_pool,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4206.800,0.231,0.349,0.534,5.442,0.330,0.110,0.040,45.455,6242304.0,885.0,776.0
10,thread_pool,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4105.272,0.238,0.405,0.834,2.564,0.330,0.110,0.040,45.455,6176768.0,905.0,924.0
1,thread_per_request,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,3707.145,0.263,0.420,0.879,2.572,0.340,0.110,0.050,47.059,6111232.0,569.0,859.0
2,thread_per_request,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4493.212,0.217,0.330,0.442,2.268,0.330,0.110,0.040,45.455,6111232.0,534.0,771.0
3,thread_per_request,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4967.379,0.196,0.293,0.366,2.152,0.300,0.100,0.040,46.667,6127616.0,542.0,629.0
4,thread_per_request,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,5306.300,0.184,0.296,0.355,2.065,0.300,0.110,0.030,46.667,6078464.0,551.0,655.0
5,thread_per_request,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,5091.545,0.192,0.288,0.379,2.455,0.300,0.110,0.040,50.000,6111232.0,541.0,664.0
6,thread_per_request,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4544.328,0.214,0.390,0.660,3.379,0.310,0.100,0.040,45.161,6127616.0,554.0,750.0
7,thread_per_request,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,3008.153,0.325,0.591,2.223,8.356,0.380,0.110,0.050,42.105,6144000.0,559.0,908.0
8,thread_per_request,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,3432.792,0.284,0.433,1.052,2.496,0.350,0.110,0.050,45.714,6111232.0,570.0,815.0
9,thread_per_request,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,3447.991,0.278,0.385,1.567,4.888,0.350,0.110,0.050,45.714,6144000.0,547.0,842.0
10,thread_per_request,quick_100k_insert-only_c1,quick,"100k rows, insert-only, concurrency 1",100000,insert-only,1,512,4,128,thread,512,0,0,4039.385,0.241,0.389,1.034,2.841,0.350,0.110,0.040,42.857,6127616.0,549.0,815.0
1,serial,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5949.876,4.605,6.881,7.725,8.256,0.300,0.110,0.030,46.667,6144000.0,98.0,191.0
2,serial,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,6185.882,4.362,6.329,7.010,7.814,0.290,0.110,0.030,48.276,6111232.0,93.0,220.0
3,serial,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5329.635,5.256,13.142,16.238,18.432,0.300,0.100,0.030,43.333,6111232.0,109.0,242.0
4,serial,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,6490.077,4.256,6.000,6.561,9.141,0.290,0.100,0.030,44.828,6144000.0,106.0,194.0
5,serial,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,6280.542,4.286,6.024,6.688,6.993,0.290,0.100,0.030,44.828,6144000.0,92.0,190.0
6,serial,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5729.507,4.620,6.580,7.363,8.741,0.300,0.110,0.030,46.667,6111232.0,85.0,137.0
7,serial,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,4825.818,5.974,18.230,23.512,26.612,0.320,0.110,0.040,46.875,6144000.0,91.0,258.0
8,serial,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,6276.670,4.487,6.178,7.087,7.665,0.300,0.110,0.030,46.667,6144000.0,82.0,209.0
9,serial,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5318.827,5.462,10.432,13.863,17.553,0.300,0.100,0.030,43.333,6111232.0,96.0,224.0
10,serial,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,6526.027,4.354,6.198,7.176,7.415,0.290,0.110,0.030,48.276,6127616.0,92.0,144.0
1,thread_pool,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5962.394,5.123,7.717,8.917,9.982,0.300,0.110,0.040,50.000,6258688.0,810.0,582.0
2,thread_pool,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5444.484,5.114,9.463,11.692,14.422,0.300,0.110,0.040,50.000,6225920.0,796.0,650.0
3,thread_pool,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5265.138,5.149,8.946,10.941,11.953,0.310,0.110,0.050,51.613,6275072.0,836.0,694.0
4,thread_pool,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,4768.916,5.070,8.643,10.084,11.560,0.310,0.110,0.050,51.613,6193152.0,794.0,873.0
5,thread_pool,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5950.041,4.542,6.913,7.743,8.742,0.290,0.110,0.040,51.724,6258688.0,857.0,637.0
6,thread_pool,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,3414.980,6.655,15.383,37.394,46.540,0.370,0.110,0.050,43.243,6258688.0,765.0,1146.0
7,thread_pool,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5334.120,4.992,9.107,11.872,22.123,0.310,0.110,0.040,48.387,6209536.0,838.0,685.0
8,thread_pool,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5999.473,4.578,7.004,7.986,11.293,0.300,0.110,0.040,50.000,6275072.0,845.0,588.0
9,thread_pool,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5366.658,5.159,9.665,13.070,15.812,0.300,0.100,0.040,46.667,6242304.0,829.0,645.0
10,thread_pool,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5967.505,4.373,6.982,7.944,8.885,0.300,0.110,0.040,50.000,6242304.0,886.0,612.0
1,thread_per_request,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5221.626,5.170,9.656,12.172,17.857,0.300,0.110,0.060,56.667,6701056.0,1284.0,1376.0
2,thread_per_request,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5793.961,4.726,7.826,9.336,10.067,0.300,0.110,0.060,56.667,6750208.0,1418.0,1132.0
3,thread_per_request,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5095.839,4.760,7.772,9.862,12.105,0.300,0.110,0.060,56.667,6832128.0,1353.0,1216.0
4,thread_per_request,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5330.030,5.181,8.692,11.859,14.530,0.300,0.110,0.060,56.667,6881280.0,1292.0,1334.0
5,thread_per_request,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5901.198,4.609,7.356,8.745,10.804,0.300,0.120,0.060,60.000,6750208.0,1423.0,1127.0
6,thread_per_request,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,4900.604,5.532,10.030,14.987,18.318,0.300,0.110,0.060,56.667,6750208.0,1344.0,1150.0
7,thread_per_request,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5382.029,4.713,7.727,8.817,11.019,0.220,0.110,0.060,77.273,6750208.0,1422.0,1256.0
8,thread_per_request,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5050.181,5.463,11.509,14.908,20.784,0.310,0.110,0.060,54.839,6799360.0,1294.0,1355.0
9,thread_per_request,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5722.162,4.828,7.791,9.041,11.247,0.300,0.110,0.060,56.667,6766592.0,1427.0,1167.0
10,thread_per_request,quick_100k_insert-only_c32,quick,"100k rows, insert-only, concurrency 32",100000,insert-only,32,512,4,128,thread,512,0,0,5240.698,5.143,10.601,17.201,18.560,0.310,0.110,0.060,54.839,6799360.0,1338.0,1296.0
1,serial,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5688.130,3.568,7.044,8.618,10.100,0.310,0.110,0.030,45.161,6127616.0,153.0,249.0
2,serial,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4947.892,3.908,7.025,8.202,10.138,0.310,0.100,0.040,45.161,6111232.0,114.0,301.0
3,serial,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4875.438,5.159,18.739,21.892,24.346,0.330,0.110,0.040,45.455,6127616.0,137.0,290.0
4,serial,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5719.403,3.829,8.225,9.627,10.924,0.300,0.110,0.030,46.667,6127616.0,141.0,206.0
5,serial,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4921.604,4.182,8.220,9.897,11.701,0.300,0.100,0.030,43.333,6111232.0,134.0,262.0
6,serial,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4926.883,14.632,34.796,40.029,43.711,0.320,0.110,0.030,43.750,6127616.0,75.0,192.0
7,serial,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5689.273,3.759,8.441,9.492,11.704,0.300,0.110,0.030,46.667,6111232.0,155.0,230.0
8,serial,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4715.350,4.081,8.341,14.485,18.301,0.310,0.100,0.040,45.161,6127616.0,143.0,159.0
9,serial,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5155.666,6.419,20.952,22.342,23.407,0.310,0.110,0.030,45.161,6127616.0,135.0,180.0
10,serial,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4784.348,4.231,8.418,9.578,11.100,0.310,0.100,0.030,41.935,6111232.0,149.0,257.0
1,thread_pool,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4990.296,3.729,9.510,12.858,14.462,0.310,0.110,0.040,48.387,6209536.0,1062.0,640.0
2,thread_pool,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5584.439,3.686,8.673,10.240,12.412,0.310,0.110,0.040,48.387,6258688.0,1068.0,493.0
3,thread_pool,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4679.207,6.410,16.441,19.853,23.381,0.320,0.110,0.040,46.875,6193152.0,817.0,757.0
4,thread_pool,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5469.445,3.219,7.177,8.612,10.070,0.310,0.110,0.040,48.387,6242304.0,1091.0,597.0
5,thread_pool,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4696.075,3.535,7.258,8.931,11.050,0.310,0.110,0.050,51.613,6225920.0,1005.0,781.0
6,thread_pool,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5874.431,3.271,7.357,8.659,10.504,0.300,0.110,0.040,50.000,6242304.0,1085.0,536.0
7,thread_pool,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4931.719,4.283,12.806,16.639,19.647,0.310,0.110,0.040,48.387,6242304.0,991.0,637.0
8,thread_pool,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5557.747,3.446,7.779,10.011,12.821,0.310,0.110,0.040,48.387,6242304.0,1056.0,571.0
9,thread_pool,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4570.172,3.387,7.592,9.013,10.530,0.320,0.110,0.050,50.000,6225920.0,1037.0,757.0
10,thread_pool,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5376.671,3.225,7.266,8.668,11.096,0.310,0.110,0.040,48.387,6225920.0,1077.0,620.0
1,thread_per_request,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5370.277,3.159,7.670,10.057,12.105,0.310,0.110,0.060,54.839,6864896.0,1429.0,1158.0
2,thread_per_request,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4859.610,4.606,10.698,12.143,15.101,0.310,0.110,0.060,54.839,6832128.0,1260.0,1275.0
3,thread_per_request,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5402.356,3.103,6.851,8.973,10.800,0.310,0.120,0.060,58.065,6815744.0,1422.0,1212.0
4,thread_per_request,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5035.614,3.261,8.008,11.815,13.398,0.310,0.110,0.050,51.613,6881280.0,1334.0,1246.0
5,thread_per_request,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5404.020,3.431,7.987,10.590,12.918,0.320,0.120,0.060,56.250,6848512.0,1436.0,1074.0
6,thread_per_request,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4514.810,5.439,17.087,18.761,21.216,0.320,0.110,0.060,53.125,8306688.0,1325.0,1453.0
7,thread_per_request,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4688.788,3.878,12.639,19.337,23.819,0.320,0.110,0.060,53.125,6815744.0,1335.0,1236.0
8,thread_per_request,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5329.343,10.800,24.458,27.656,30.625,0.310,0.110,0.060,54.839,8437760.0,1386.0,1195.0
9,thread_per_request,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,4495.327,3.507,7.814,9.784,12.503,0.320,0.110,0.060,53.125,6799360.0,1384.0,1277.0
10,thread_per_request,quick_100k_insert-only_c128,quick,"100k rows, insert-only, concurrency 128",100000,insert-only,128,512,4,128,thread,512,0,0,5363.030,3.161,7.523,9.629,12.166,0.310,0.110,0.060,54.839,6864896.0,1429.0,1091.0
1,serial,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,454.726,201.341,1040.604,1042.971,1047.154,1.330,0.100,0.040,10.526,6078464.0,105.0,269.0
2,serial,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5389.616,2.610,3.888,4.344,4.651,0.310,0.110,0.030,45.161,6127616.0,169.0,171.0
3,serial,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5159.229,2.316,3.522,3.995,4.817,0.310,0.100,0.030,41.935,6111232.0,184.0,202.0
4,serial,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,6194.535,2.207,3.053,3.502,4.296,0.290,0.110,0.030,48.276,6094848.0,165.0,168.0
5,serial,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4611.614,2.932,5.950,8.544,11.425,0.320,0.100,0.040,43.750,6127616.0,179.0,292.0
6,serial,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5436.810,2.473,3.563,3.911,4.832,0.310,0.110,0.040,48.387,6127616.0,172.0,254.0
7,serial,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4594.093,2.871,5.010,7.232,7.893,0.310,0.100,0.040,45.161,6127616.0,167.0,360.0
8,serial,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5251.967,2.530,3.700,6.130,6.667,0.310,0.110,0.030,45.161,6111232.0,182.0,250.0
9,serial,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4588.932,2.953,5.645,6.801,7.968,0.310,0.100,0.040,45.161,6094848.0,189.0,265.0
10,serial,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5487.924,2.454,3.627,4.149,4.990,0.310,0.110,0.030,45.161,6144000.0,190.0,280.0
1,thread_pool,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4521.086,2.232,4.268,5.952,6.909,0.320,0.110,0.050,50.000,6340608.0,1384.0,1116.0
2,thread_pool,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4707.355,2.208,3.665,5.493,7.537,0.320,0.110,0.050,50.000,6356992.0,1381.0,1179.0
3,thread_pool,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5247.983,2.168,3.485,4.188,4.791,0.310,0.110,0.050,51.613,6340608.0,1439.0,945.0
4,thread_pool,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4471.616,2.345,4.462,6.479,7.189,0.320,0.110,0.050,50.000,6340608.0,1365.0,1151.0
5,thread_pool,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5320.764,2.055,3.176,3.499,4.914,0.310,0.110,0.050,51.613,6373376.0,1428.0,1071.0
6,thread_pool,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4447.879,2.384,4.272,6.832,9.771,0.320,0.110,0.050,50.000,6373376.0,1358.0,1144.0
7,thread_pool,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,5077.119,2.221,3.509,6.032,6.577,0.320,0.120,0.050,53.125,6356992.0,1449.0,1047.0
8,thread_pool,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4737.394,2.225,3.515,4.163,5.514,0.310,0.110,0.050,51.613,6307840.0,1357.0,1063.0
9,thread_pool,quick_100k_insert-only_c512,quick,"100k rows, insert-only, burst concurrency 512",100000,insert-only,512,512,8,512,thread,512,0,0,4848.110,2.319,3.829,4.737,5.226,0.320,0.110,0.050,50.000,6340608.0,1427.0,1066.0
