repeat_index,model,scenario_id,phase,description,dataset_rows,workload,concurrency,total_requests,workers,queue_size,driver,success_requests,rejected_requests,error_requests,throughput_rps,avg_ms,p95_ms,p99_ms,max_ms,real_seconds,user_seconds,sys_seconds,cpu_util_percent,max_rss_kb,voluntary_ctx,involuntary_ctx
8,thread_pool,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4704.949,2.289,3.950,6.242,10.418,0.330,0.110,0.040,45.455,6340608.0,1343.0,1086.0
9,thread_pool,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,5362.078,1.984,3.046,3.576,4.031,0.310,0.110,0.040,48.387,6406144.0,1449.0,1043.0
10,thread_pool,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,5216.443,2.201,3.462,4.109,4.768,0.310,0.110,0.040,48.387,6324224.0,1465.0,975.0
1,thread_per_request,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,3879.933,2.628,4.550,16.763,24.955,0.340,0.110,0.050,47.059,6389760.0,1392.0,1097.0
2,thread_per_request,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4790.823,2.096,3.325,6.964,8.501,0.320,0.110,0.050,50.000,6356992.0,1421.0,1000.0
3,thread_per_request,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,5024.390,2.343,3.798,5.634,6.471,0.320,0.110,0.050,50.000,6406144.0,1441.0,1056.0
4,thread_per_request,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,3955.490,2.801,5.895,14.786,21.417,0.330,0.110,0.050,48.485,6455296.0,1330.0,1073.0
5,thread_per_request,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4901.454,2.044,3.245,4.660,6.080,0.310,0.110,0.050,51.613,6373376.0,1365.0,1077.0
6,thread_per_request,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4918.291,2.293,3.571,4.445,5.742,0.330,0.110,0.050,48.485,6422528.0,1418.0,1102.0
7,thread_per_request,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4824.376,2.293,3.591,5.647,7.352,0.320,0.110,0.050,50.000,6373376.0,1404.0,1024.0
8,thread_per_request,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,5319.736,2.141,3.347,4.125,4.566,0.320,0.120,0.050,53.125,6389760.0,1429.0,1059.0
9,thread_per_request,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4717.140,2.204,3.629,5.615,7.275,0.310,0.110,0.050,51.613,6389760.0,1365.0,1001.0
10,thread_per_request,quick_100k_mixed_c512,quick,"100k rows, mixed, burst concurrency 512",100000,mixed,512,512,8,512,thread,512,0,0,4444.351,2.434,4.306,6.396,9.990,0.320,0.110,0.050,50.000,6373376.0,1355.0,1117.0
1,serial,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,4637.905,24.662,47.325,53.432,56.840,0.220,0.010,0.020,13.636,2129920.0,38.0,71.0
2,serial,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,6178.985,3.452,6.866,7.864,9.925,0.190,0.010,0.020,15.789,2146304.0,169.0,63.0
3,serial,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,4817.008,4.966,17.487,22.956,24.425,0.220,0.010,0.020,13.636,2146304.0,166.0,91.0
4,serial,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,4964.245,3.824,8.514,10.455,11.842,0.210,0.010,0.020,14.286,2146304.0,165.0,185.0
5,serial,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5037.668,3.895,7.751,8.824,10.502,0.210,0.010,0.020,14.286,2113536.0,167.0,179.0
6,serial,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,4920.644,3.643,7.294,8.912,11.086,0.210,0.010,0.020,14.286,2146304.0,175.0,172.0
7,serial,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5675.255,3.738,7.602,8.725,10.720,0.200,0.010,0.020,15.000,2146304.0,169.0,94.0
8,serial,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5689.508,3.601,7.396,8.918,10.953,0.200,0.010,0.020,15.000,2146304.0,147.0,108.0
9,serial,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5659.207,3.478,6.522,7.498,8.853,0.200,0.010,0.020,15.000,2129920.0,148.0,73.0
10,serial,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5008.382,10.646,34.363,36.288,38.726,0.210,0.010,0.020,14.286,2146304.0,125.0,104.0
1,thread_pool,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5729.080,3.246,7.155,9.430,12.076,0.200,0.010,0.030,20.000,2244608.0,1096.0,416.0
2,thread_pool,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5630.997,3.042,6.893,9.012,13.094,0.210,0.020,0.030,23.810,2228224.0,1106.0,452.0
3,thread_pool,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,4818.329,3.898,13.488,16.314,18.129,0.210,0.010,0.030,19.048,2244608.0,1057.0,630.0
4,thread_pool,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,4329.672,3.774,10.953,15.676,22.688,0.230,0.020,0.040,26.087,2277376.0,1065.0,632.0
5,thread_pool,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,3932.135,4.102,8.550,21.923,25.208,0.240,0.020,0.040,25.000,2244608.0,1035.0,624.0
6,thread_pool,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5666.198,3.379,7.618,9.700,11.398,0.200,0.020,0.030,25.000,2244608.0,1080.0,457.0
7,thread_pool,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5557.189,3.250,6.551,7.829,9.224,0.210,0.010,0.030,19.048,2277376.0,1061.0,425.0
8,thread_pool,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5490.222,3.258,6.819,8.522,10.783,0.200,0.010,0.030,20.000,2244608.0,1095.0,458.0
9,thread_pool,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,4215.038,11.859,37.997,40.734,43.015,0.230,0.020,0.040,26.087,2228224.0,877.0,731.0
10,thread_pool,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5331.124,3.044,7.523,10.047,12.941,0.200,0.010,0.030,20.000,2228224.0,1108.0,544.0
1,thread_per_request,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,4755.764,3.107,7.261,8.435,12.681,0.220,0.020,0.050,31.818,2899968.0,1358.0,1094.0
2,thread_per_request,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,4431.241,3.558,7.767,9.992,11.089,0.230,0.020,0.050,30.435,2867200.0,1376.0,1054.0
3,thread_per_request,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5127.296,3.178,7.168,9.452,11.895,0.220,0.020,0.050,31.818,2899968.0,1442.0,1033.0
4,thread_per_request,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5537.058,2.993,7.121,9.853,13.232,0.210,0.020,0.040,28.571,2899968.0,1423.0,966.0
5,thread_per_request,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5555.209,3.215,7.767,9.435,13.699,0.200,0.020,0.040,30.000,2883584.0,1423.0,925.0
6,thread_per_request,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5638.487,2.887,6.636,8.158,10.822,0.210,0.020,0.040,28.571,2850816.0,1427.0,922.0
7,thread_per_request,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5593.570,3.189,7.861,10.738,12.603,0.200,0.020,0.040,30.000,2899968.0,1440.0,887.0
8,thread_per_request,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,5173.424,3.140,8.227,12.720,14.359,0.210,0.020,0.040,28.571,2818048.0,1362.0,1050.0
9,thread_per_request,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,4832.400,3.508,10.423,13.331,16.456,0.220,0.020,0.050,31.818,2752512.0,1333.0,1129.0
10,thread_per_request,expanded_10k_mixed_c128,expanded,"10k rows, mixed, steady concurrency 128",10000,mixed,128,512,4,128,thread,512,0,0,4808.945,3.480,7.871,9.471,11.258,0.220,0.020,0.050,31.818,2867200.0,1343.0,1040.0
1,serial,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5608.111,3.488,7.216,9.285,10.652,1.380,1.120,0.050,84.783,45891584.0,171.0,1042.0
2,serial,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5689.334,3.694,7.672,9.061,11.549,1.370,1.130,0.050,86.131,45875200.0,176.0,991.0
3,serial,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5840.823,3.451,7.408,8.366,9.683,1.370,1.130,0.050,86.131,45891584.0,170.0,903.0
4,serial,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,4944.181,4.076,8.794,11.190,13.575,1.370,1.110,0.050,84.672,45875200.0,160.0,977.0
5,serial,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,4836.952,3.927,8.194,12.014,13.879,1.390,1.130,0.050,84.892,45875200.0,177.0,829.0
6,serial,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5794.054,3.640,7.462,9.174,10.684,1.360,1.120,0.040,85.294,45907968.0,168.0,875.0
7,serial,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,4879.095,3.723,7.647,8.908,10.179,1.410,1.120,0.050,82.979,45907968.0,158.0,1100.0
8,serial,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5656.313,3.736,7.592,8.738,10.003,1.380,1.120,0.050,84.783,45924352.0,170.0,1016.0
9,serial,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5123.411,3.837,8.157,9.496,11.042,1.360,1.110,0.050,85.294,45907968.0,149.0,805.0
10,serial,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5013.963,3.912,7.665,8.670,10.588,1.330,1.090,0.040,84.962,45875200.0,145.0,726.0
1,thread_pool,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,4354.604,3.714,8.458,11.692,18.445,1.410,1.140,0.060,85.106,46104576.0,1260.0,1555.0
2,thread_pool,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5427.811,3.269,7.176,9.086,12.554,1.370,1.120,0.060,86.131,46071808.0,1311.0,1614.0
3,thread_pool,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5512.737,3.314,7.800,9.988,12.080,1.370,1.130,0.060,86.861,46137344.0,1335.0,1510.0
4,thread_pool,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,4503.392,3.669,7.823,9.549,15.355,1.400,1.140,0.060,85.714,46120960.0,1253.0,1780.0
5,thread_pool,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,4711.864,3.314,7.363,9.448,11.624,1.400,1.140,0.060,85.714,46104576.0,1246.0,1776.0
6,thread_pool,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5310.290,2.972,6.465,8.030,9.765,1.390,1.140,0.060,86.331,46088192.0,1343.0,1677.0
7,thread_pool,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5118.927,3.855,12.040,17.760,19.731,1.370,1.120,0.060,86.131,46071808.0,1272.0,1735.0
8,thread_pool,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,4907.127,3.390,7.106,9.501,10.129,1.370,1.120,0.060,86.131,46120960.0,1249.0,1666.0
9,thread_pool,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,4846.355,3.024,6.184,7.918,10.751,1.380,1.120,0.060,85.507,46170112.0,1282.0,1675.0
10,thread_pool,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5385.081,9.016,26.553,30.327,33.524,1.370,1.110,0.050,84.672,46071808.0,1120.0,1597.0
1,thread_per_request,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,4763.771,3.440,8.143,10.307,11.798,1.400,1.130,0.070,85.714,46727168.0,1344.0,1929.0
2,thread_per_request,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,4815.824,3.517,10.414,14.036,17.936,1.390,1.140,0.070,87.050,46612480.0,1292.0,2049.0
3,thread_per_request,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5298.050,15.737,30.377,34.867,39.529,1.380,1.130,0.070,86.957,48136192.0,1413.0,2207.0
4,thread_per_request,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5042.952,3.413,7.633,9.397,10.888,1.390,1.130,0.070,86.331,46612480.0,1428.0,1726.0
5,thread_per_request,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5719.022,3.154,7.095,8.786,9.236,1.350,1.120,0.070,88.148,46645248.0,1458.0,1614.0
6,thread_per_request,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5562.257,3.470,7.878,10.430,11.094,1.300,1.090,0.060,88.462,46678016.0,1426.0,1381.0
7,thread_per_request,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,4641.490,4.493,14.160,20.734,24.567,1.390,1.140,0.070,87.050,46809088.0,1318.0,1898.0
8,thread_per_request,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,4813.465,3.502,7.931,10.268,13.037,1.370,1.120,0.070,86.861,46710784.0,1308.0,1961.0
9,thread_per_request,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,4651.207,3.564,8.185,10.528,14.577,1.410,1.130,0.070,85.106,46645248.0,1386.0,1962.0
10,thread_per_request,expanded_1m_mixed_c128,expanded,"1M rows, mixed, steady concurrency 128",1000000,mixed,128,512,8,128,thread,512,0,0,5207.985,2.981,7.065,9.853,14.102,1.410,1.120,0.070,84.397,46628864.0,1382.0,1877.0
1,serial,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,5126.840,2.549,4.502,7.054,9.055,0.410,0.120,0.050,41.463,6144000.0,385.0,311.0
2,serial,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4584.983,2.916,6.063,8.091,10.960,0.430,0.110,0.050,37.209,6127616.0,410.0,370.0
3,serial,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,5138.748,2.488,4.041,6.283,9.311,0.400,0.110,0.050,40.000,6127616.0,406.0,408.0
4,serial,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,5027.963,2.555,4.432,7.032,10.755,0.410,0.110,0.050,39.024,6111232.0,411.0,320.0
5,serial,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,892.124,27.078,25.503,1017.912,1020.703,1.350,0.110,0.050,11.852,6160384.0,291.0,401.0
6,serial,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,5135.170,2.614,4.033,7.580,9.865,0.400,0.110,0.050,40.000,6094848.0,379.0,230.0
7,serial,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4684.292,2.742,5.917,8.838,13.833,0.420,0.110,0.050,38.095,6144000.0,418.0,420.0
8,serial,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,5108.309,2.408,3.788,5.755,7.539,0.400,0.110,0.050,40.000,6127616.0,437.0,351.0
9,serial,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,5111.297,2.476,3.830,6.195,7.333,0.400,0.110,0.050,40.000,6127616.0,416.0,293.0
10,serial,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,910.146,16.625,23.396,1003.381,1017.984,1.330,0.110,0.050,12.030,6111232.0,314.0,308.0
1,thread_pool,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,5077.700,2.197,3.750,8.265,15.170,0.410,0.120,0.080,48.780,6373376.0,2785.0,1802.0
2,thread_pool,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4498.329,2.320,4.504,7.115,8.877,0.430,0.120,0.080,46.512,6373376.0,2811.0,1893.0
3,thread_pool,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4762.438,2.275,3.677,6.587,8.783,0.430,0.130,0.080,48.837,6422528.0,2821.0,2129.0
4,thread_pool,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4636.223,2.219,3.618,5.488,12.706,0.450,0.130,0.080,46.667,6389760.0,2807.0,2157.0
5,thread_pool,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,3833.917,2.810,6.278,17.990,24.925,0.500,0.130,0.090,44.000,6356992.0,2798.0,2488.0
6,thread_pool,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4889.361,2.095,3.591,6.016,7.205,0.420,0.120,0.080,47.619,6340608.0,2834.0,2004.0
7,thread_pool,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4791.333,3.113,12.488,22.193,23.779,0.420,0.120,0.080,47.619,6373376.0,2783.0,1895.0
8,thread_pool,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4973.006,2.061,3.428,4.430,6.868,0.410,0.120,0.080,48.780,6307840.0,2813.0,2079.0
9,thread_pool,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,5021.185,2.079,3.448,5.377,8.563,0.410,0.120,0.080,48.780,6324224.0,2835.0,1977.0
10,thread_pool,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4971.072,2.065,3.402,4.282,7.911,0.410,0.120,0.080,48.780,6373376.0,2824.0,1824.0
1,thread_per_request,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4684.127,2.108,3.730,6.004,6.913,0.430,0.120,0.100,51.163,6389760.0,2792.0,2091.0
2,thread_per_request,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4894.221,2.151,3.601,4.896,6.584,0.430,0.120,0.100,51.163,6373376.0,2821.0,2054.0
3,thread_per_request,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4817.955,2.166,3.619,6.431,9.594,0.430,0.120,0.100,51.163,6422528.0,2822.0,2188.0
4,thread_per_request,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4736.242,7.656,31.015,37.269,44.889,0.420,0.120,0.100,52.381,9027584.0,2789.0,2300.0
5,thread_per_request,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4478.452,2.291,3.870,5.475,8.381,0.430,0.120,0.100,51.163,6422528.0,2765.0,2257.0
6,thread_per_request,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4640.017,2.560,5.755,13.667,15.566,0.430,0.120,0.100,51.163,6799360.0,2781.0,2101.0
7,thread_per_request,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4919.918,2.173,3.683,6.486,10.024,0.420,0.120,0.090,50.000,6389760.0,2756.0,2103.0
8,thread_per_request,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4317.841,2.516,5.210,7.609,11.151,0.440,0.120,0.100,50.000,6701056.0,2744.0,2265.0
9,thread_per_request,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4030.213,2.532,4.565,11.618,19.273,0.470,0.120,0.110,48.936,6356992.0,2706.0,2354.0
10,thread_per_request,expanded_100k_mixed_c1024,expanded,"100k rows, mixed, burst concurrency 1024",100000,mixed,1024,1024,8,512,thread,1024,0,0,4571.816,2.380,4.072,6.954,10.585,0.430,0.120,0.100,51.163,6406144.0,2773.0,2214.0
1,serial,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4861.126,2.675,4.095,4.880,6.328,1.660,1.130,0.090,73.494,45629440.0,411.0,2330.0
2,serial,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,5211.382,2.501,3.677,5.744,7.461,1.530,1.140,0.080,79.739,45662208.0,373.0,1630.0
3,serial,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4470.753,2.928,4.899,7.378,10.280,1.470,1.120,0.070,80.952,45940736.0,384.0,815.0
4,serial,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,5329.131,2.542,4.125,5.102,6.198,1.420,1.100,0.070,82.394,45907968.0,393.0,755.0
5,serial,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4901.576,2.607,3.997,5.694,6.663,1.490,1.130,0.070,80.537,45907968.0,437.0,1104.0
6,serial,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4944.985,2.804,5.043,7.862,13.443,1.470,1.110,0.070,80.272,45924352.0,382.0,966.0
7,serial,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,6144.008,2.126,3.142,3.834,4.326,1.410,1.110,0.060,82.979,45924352.0,418.0,693.0
8,serial,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,5284.329,2.428,3.572,4.376,5.183,1.440,1.110,0.070,81.944,45940736.0,440.0,865.0
9,serial,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4366.696,2.917,4.655,7.858,15.392,1.490,1.110,0.080,79.866,45907968.0,395.0,1150.0
10,serial,expanded_1m_mixed_c1024,expanded,"1M rows, mixed, burst concurrency 1024",1000000,mixed,1024,1024,8,512,thread,1024,0,0,4622.022,2.683,4.141,14.928,28.715,1.570,1.130,0.080,77.070,45907968.0,435.0,2030.0
